Entity1,Gender of Entity1,Entity2,Relation,Entity1 Position,Entity2 Position,Sentence
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[90, 97]","[114, 127]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[112, 117]","[167, 171]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[28, 35]","[75, 79]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[75, 82]","[8, 21]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[57, 64]","[228, 241]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","She is also a two-time Olympian and a two-time Skate America Champion.In January 1994 , Harding became embroiled in controversy when her ex-husband , Jeff Gillooly , orchestrated an attack on her fellow U.S. skating rival Nancy Kerrigan ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","[ 38 ] [ 39 ] [ 40 ] Stant and his uncle , Derrick Smith , were hired for this assault by Harding 's ex-husband , Jeff Gillooly , and her one-time bodyguard , Shawn Eckardt ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","Harding 's close friend Stephanie Quintero , with whom she was living , spoke to reporters on her behalf : `` [ Tonya ] was shocked , very hurt…She was believing in [ Jeff ] , what he was saying ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","When asked about Gillooly , Harding said `` I never did anything to hurt [ Jeff ] ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","[ 138 ] Jeff Gillooly ( granted a name change to Jeff Stone in 1995 ) said Harding 's prison evasion did not anger him , and that he felt his own punishment was just ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","The couple reached the finals of the competition , where Harding finished in third place overall , behind Adam Rippon and Josh Norman.In September 1986 , when she was 15 years old , Harding began a relationship with 17-year-old Jeff Gillooly ."
Tonya Harding,Female,"Jeff Gillooly , Joseph Jens Price",spouse,"[18, 25]","[83, 87]","In January 1992 , Harding told Terry Richard ( a journalist for The Oregonian ) `` Jeff always put food on the table and a roof over my head ."
Tonya Harding,Female,"November 12, 1970",birthDate,"[0, 6]","[46, 57]","Tonya Maxene Price [ 2 ] ( née Harding ; born November 12 , 1970 ) is an American retired figure skater , retired boxer , and reality television personality.A native of Portland , Oregon , Harding was raised primarily by her mother , who enrolled her in ice skating lessons beginning at age four ."
Tonya Harding,Female,"November 12, 1970",birthDate,"[0, 6]","[46, 57]","In 2018 Harding was a contestant on season 26 of Dancing with the Stars , finishing in third place.Tonya Maxene Harding was born on November 12 , 1970 , in Portland , Oregon , to LaVona Golden ( b ."
Tonya Harding,Female,"November 12, 1970",birthDate,"[99, 104]","[132, 143]","Tonya Maxene Price [ 2 ] ( née Harding ; born November 12 , 1970 ) is an American retired figure skater , retired boxer , and reality television personality.A native of Portland , Oregon , Harding was raised primarily by her mother , who enrolled her in ice skating lessons beginning at age four ."
Tonya Harding,Female,"November 12, 1970",birthDate,"[99, 104]","[132, 143]","In 2018 Harding was a contestant on season 26 of Dancing with the Stars , finishing in third place.Tonya Maxene Harding was born on November 12 , 1970 , in Portland , Oregon , to LaVona Golden ( b ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","Tonya Maxene Price [ 2 ] ( née Harding ; born November 12 , 1970 ) is an American retired figure skater , retired boxer , and reality television personality.A native of Portland , Oregon , Harding was raised primarily by her mother , who enrolled her in ice skating lessons beginning at age four ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","In 2018 Harding was a contestant on season 26 of Dancing with the Stars , finishing in third place.Tonya Maxene Harding was born on November 12 , 1970 , in Portland , Oregon , to LaVona Golden ( b ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","[ 50 ] On February 25 , Harding finished eighth in the Olympics ; Nancy Kerrigan , having recovered from her injury , won the Olympic silver behind gold medalist Oksana Baiul from Ukraine.On January 11 , 1994 , Ann Schatz interviewed Harding at the KOIN-TV station in Portland , Oregon ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]",`` [ 51 ] [ 52 ] [ 53 ] Harding also confirmed she had spoken with FBI agents while in Detroit and again in Portland .
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","[ 90 ] News media began attending Harding 's Portland practices , and unwelcomely recorded footage of her on February 7 , running barefoot to stop a tow truck from hauling her illegally parked pickup ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","[ 104 ] The panel examined evidence including the testimonies of Stant and Smith , Harding and Gillooly 's telephone records , and notes found in a Portland saloon trash bin on January 30 ."
Tonya Harding,Female,"Portland, Oregon",birthPlace,"[0, 6]","[169, 177]","[ 127 ] On March 21 , 1994 , a Portland grand jury issued an indictment stating there was evidence Harding participated in the attack plot ."
