age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
32,technician,single,secondary,no,719,yes,no,unknown,28,may,79,6,-1,0,unknown,no
28,management,single,tertiary,no,781,no,no,cellular,9,apr,125,6,-1,0,unknown,no
32,admin.,single,secondary,no,1630,yes,no,cellular,30,jan,122,1,-1,0,unknown,no
37,management,single,tertiary,no,9,no,no,cellular,26,aug,484,2,-1,0,unknown,no
34,management,single,tertiary,no,2576,yes,yes,cellular,6,aug,236,4,-1,0,unknown,no
31,technician,single,tertiary,yes,24,no,no,cellular,21,aug,246,2,-1,0,unknown,no
24,management,single,tertiary,no,1085,no,yes,cellular,7,may,95,6,-1,0,unknown,no
38,technician,single,secondary,no,1270,yes,yes,cellular,15,may,164,1,337,6,other,no
33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,-1,0,unknown,yes
38,admin.,single,secondary,no,245,yes,yes,cellular,12,aug,251,2,117,4,failure,no
34,management,single,tertiary,no,2561,no,no,cellular,29,dec,554,1,-1,0,unknown,no
28,admin.,single,tertiary,no,1540,yes,no,unknown,2,jun,442,11,-1,0,unknown,no
30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes
28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,no
40,technician,single,secondary,no,103,no,no,cellular,25,aug,106,7,-1,0,unknown,no
24,blue-collar,single,secondary,no,327,yes,no,unknown,28,may,333,2,-1,0,unknown,no
37,services,single,secondary,no,1534,no,no,cellular,30,jan,267,6,-1,0,unknown,no
22,technician,single,secondary,no,54,yes,yes,unknown,8,may,626,6,-1,0,unknown,no
32,blue-collar,single,secondary,no,228,no,no,telephone,23,apr,67,3,-1,0,unknown,no
32,blue-collar,single,secondary,no,1143,yes,yes,cellular,10,jul,412,1,-1,0,unknown,no
32,services,single,secondary,no,48,yes,no,cellular,20,apr,8,3,-1,0,unknown,no
31,management,single,tertiary,no,796,no,yes,cellular,21,nov,150,1,-1,0,unknown,no
49,technician,single,unknown,no,443,no,no,unknown,20,jun,25,11,-1,0,unknown,no
32,admin.,single,unknown,no,393,no,no,cellular,3,feb,169,2,-1,0,unknown,no
27,management,single,tertiary,no,1720,no,no,cellular,3,nov,284,2,273,1,failure,yes
39,management,single,tertiary,no,1648,no,no,cellular,19,oct,123,1,-1,0,unknown,no
37,blue-collar,single,tertiary,no,344,no,no,unknown,20,jun,407,2,-1,0,unknown,no
25,student,single,secondary,no,125,no,no,cellular,9,feb,215,1,92,2,success,yes
45,management,single,tertiary,no,16,no,no,cellular,18,nov,100,1,110,2,failure,no
31,admin.,single,secondary,no,-422,yes,no,cellular,18,may,64,2,329,15,other,no
37,admin.,single,secondary,no,465,yes,yes,cellular,6,may,116,1,-1,0,unknown,no
29,technician,single,secondary,no,290,yes,yes,cellular,8,jul,293,1,-1,0,unknown,no
30,services,single,secondary,no,595,yes,no,cellular,17,apr,172,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,13683,yes,no,cellular,20,apr,92,3,321,3,failure,no
26,blue-collar,single,secondary,no,37,no,yes,cellular,28,jul,301,2,-1,0,unknown,no
36,blue-collar,single,secondary,yes,-1157,yes,no,cellular,13,may,323,2,-1,0,unknown,no
45,self-employed,single,secondary,no,2762,yes,no,cellular,15,may,18,6,-1,0,unknown,no
31,management,single,tertiary,no,23,yes,no,cellular,7,may,98,1,-1,0,unknown,no
25,unemployed,single,secondary,no,771,no,no,cellular,5,mar,86,1,-1,0,unknown,no
28,management,single,tertiary,no,492,no,no,cellular,2,jul,281,1,-1,0,unknown,no
30,technician,single,secondary,no,175,no,no,cellular,25,aug,167,4,-1,0,unknown,no
40,admin.,single,tertiary,no,283,yes,no,cellular,20,apr,222,1,153,4,failure,no
22,student,single,secondary,no,3982,no,no,cellular,20,apr,206,1,-1,0,unknown,yes
30,technician,single,tertiary,no,290,no,no,cellular,11,aug,485,5,-1,0,unknown,no
32,management,single,tertiary,no,2515,no,yes,cellular,19,nov,223,2,-1,0,unknown,no
59,unemployed,single,secondary,no,865,no,no,cellular,4,feb,1086,1,-1,0,unknown,no
30,management,single,tertiary,no,5389,no,no,cellular,6,aug,1456,3,-1,0,unknown,yes
28,management,single,tertiary,no,185,no,no,cellular,30,jan,651,2,-1,0,unknown,no
30,technician,single,tertiary,no,0,no,no,cellular,28,aug,262,6,-1,0,unknown,no
36,admin.,single,secondary,no,0,no,no,cellular,28,jan,142,1,-1,0,unknown,no
53,technician,single,unknown,no,5331,no,no,cellular,21,nov,302,1,-1,0,unknown,no
31,admin.,single,secondary,no,5248,no,yes,cellular,23,jul,368,1,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,216,yes,no,cellular,20,apr,182,3,-1,0,unknown,no
26,technician,single,secondary,no,-168,no,yes,cellular,3,feb,246,1,-1,0,unknown,no
33,technician,single,tertiary,no,172,no,no,unknown,7,jun,13,1,-1,0,unknown,no
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,no
25,technician,single,secondary,no,0,no,yes,cellular,8,jul,634,1,-1,0,unknown,yes
35,technician,single,secondary,no,14,no,no,cellular,11,aug,113,2,-1,0,unknown,no
31,management,single,tertiary,no,453,yes,no,unknown,30,may,58,3,-1,0,unknown,no
38,entrepreneur,single,tertiary,no,638,yes,no,unknown,9,may,150,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,492,yes,no,unknown,4,jun,638,1,-1,0,unknown,yes
31,technician,single,tertiary,no,1051,no,no,cellular,25,aug,106,4,-1,0,unknown,no
28,technician,single,secondary,no,250,no,yes,cellular,29,jan,133,1,-1,0,unknown,no
30,management,single,tertiary,no,443,yes,yes,cellular,12,aug,80,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,1429,yes,no,unknown,29,may,187,3,-1,0,unknown,no
26,management,single,tertiary,no,943,no,no,cellular,11,nov,166,1,195,1,success,yes
18,student,single,unknown,no,3,no,no,cellular,25,aug,130,2,-1,0,unknown,yes
25,technician,single,secondary,no,50,yes,no,cellular,8,may,191,1,-1,0,unknown,no
28,admin.,single,secondary,no,404,no,yes,cellular,9,jul,188,1,-1,0,unknown,no
32,unemployed,single,secondary,no,747,yes,no,cellular,8,may,130,2,-1,0,unknown,no
26,services,single,secondary,no,0,no,no,cellular,29,jul,165,23,-1,0,unknown,no
31,blue-collar,single,secondary,no,369,yes,yes,unknown,27,may,30,8,-1,0,unknown,no
33,blue-collar,single,secondary,no,76,yes,no,unknown,4,jun,1141,4,-1,0,unknown,yes
26,technician,single,tertiary,no,468,yes,no,cellular,14,may,221,2,364,1,failure,no
45,technician,single,secondary,no,792,no,no,cellular,19,nov,111,5,-1,0,unknown,no
26,blue-collar,single,secondary,yes,-36,yes,no,unknown,3,jun,482,2,-1,0,unknown,yes
26,admin.,single,secondary,no,0,yes,no,cellular,13,may,204,3,-1,0,unknown,no
43,admin.,single,secondary,no,56831,no,no,unknown,15,may,243,1,-1,0,unknown,no
19,student,single,secondary,no,424,no,no,cellular,30,jun,121,3,195,2,other,no
22,services,single,secondary,no,279,yes,no,unknown,13,may,270,1,-1,0,unknown,no
24,student,single,primary,no,0,no,no,unknown,5,jun,25,26,-1,0,unknown,no
30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,no
31,management,single,tertiary,no,3142,yes,no,cellular,18,nov,235,1,123,1,failure,no
19,student,single,unknown,no,5368,no,no,cellular,4,may,77,6,-1,0,unknown,no
31,management,single,tertiary,no,338,yes,yes,telephone,14,jul,216,2,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,22,aug,148,2,-1,0,unknown,no
32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,no
40,blue-collar,single,primary,no,2226,yes,no,telephone,14,may,7,7,-1,0,unknown,no
32,management,single,tertiary,no,312,no,no,cellular,26,may,208,2,98,2,success,yes
30,management,single,tertiary,no,533,no,no,cellular,4,may,365,4,-1,0,unknown,yes
54,admin.,single,secondary,no,15,yes,no,cellular,4,feb,93,1,-1,0,unknown,no
52,technician,single,secondary,no,436,no,yes,unknown,22,mar,95,1,-1,0,unknown,yes
29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,2,433,1,success,yes
33,management,single,tertiary,no,101,yes,no,cellular,23,feb,393,2,130,1,other,no
27,admin.,single,secondary,no,1327,no,no,cellular,12,apr,339,1,241,9,other,no
30,management,single,tertiary,no,1673,no,no,cellular,4,aug,200,1,-1,0,unknown,no
32,student,single,tertiary,no,1138,no,no,telephone,10,feb,402,3,-1,0,unknown,yes
35,technician,single,tertiary,no,0,yes,no,telephone,28,aug,46,2,-1,0,unknown,no
29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,yes
27,technician,single,secondary,no,1693,yes,no,unknown,26,may,101,2,-1,0,unknown,no
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,144,2,187,1,failure,no
35,admin.,single,secondary,no,1810,yes,no,cellular,25,may,65,2,-1,0,unknown,no
54,technician,single,secondary,no,2237,no,no,cellular,21,nov,149,5,-1,0,unknown,no
34,admin.,single,secondary,no,852,no,no,cellular,14,apr,108,2,-1,0,unknown,no
34,management,single,tertiary,no,747,no,no,cellular,31,aug,72,2,98,1,failure,no
33,management,single,tertiary,no,47,no,no,cellular,20,aug,203,4,-1,0,unknown,no
30,blue-collar,single,secondary,no,23,yes,no,unknown,6,jun,36,24,-1,0,unknown,no
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,yes
34,management,single,tertiary,no,1058,yes,no,cellular,4,may,240,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1,0,unknown,no
26,admin.,single,secondary,no,338,no,no,cellular,29,oct,209,1,188,2,unknown,yes
38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,yes
26,technician,single,secondary,no,430,no,no,cellular,5,feb,450,2,-1,0,unknown,no
48,services,single,secondary,no,133,yes,yes,cellular,16,jul,143,1,-1,0,unknown,no
33,management,single,tertiary,no,0,no,no,cellular,26,aug,60,2,-1,0,unknown,no
25,admin.,single,tertiary,no,407,yes,no,unknown,3,jun,579,1,-1,0,unknown,no
24,blue-collar,single,secondary,no,-10,yes,no,unknown,13,may,106,1,-1,0,unknown,no
38,entrepreneur,single,primary,no,154,yes,no,cellular,11,may,197,1,-1,0,unknown,no
35,management,single,tertiary,no,687,yes,no,unknown,30,may,166,2,-1,0,unknown,no
48,management,single,tertiary,no,5689,no,no,cellular,26,may,527,2,103,1,success,no
35,technician,single,secondary,no,1708,yes,no,unknown,2,jun,110,3,-1,0,unknown,no
28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,2,91,12,success,yes
33,services,single,secondary,no,1940,yes,no,cellular,17,apr,239,3,329,2,failure,no
26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,0,unknown,yes
26,student,single,secondary,no,132,no,no,cellular,1,oct,194,1,119,1,success,yes
22,student,single,secondary,no,364,yes,no,unknown,15,may,282,1,-1,0,unknown,no
33,admin.,single,secondary,no,0,yes,no,unknown,2,jun,32,2,-1,0,unknown,no
39,management,single,tertiary,no,1143,yes,no,cellular,8,may,89,6,-1,0,unknown,no
32,student,single,tertiary,no,214,no,no,cellular,4,may,117,1,-1,0,unknown,no
37,unemployed,single,secondary,no,443,no,no,cellular,29,jan,1600,1,-1,0,unknown,yes
28,student,single,secondary,no,196,no,no,cellular,2,jul,423,3,-1,0,unknown,yes
27,management,single,tertiary,no,648,yes,yes,unknown,4,jun,174,1,-1,0,unknown,no
35,management,single,tertiary,no,1494,yes,no,cellular,6,may,311,1,169,2,success,no
35,technician,single,tertiary,no,0,yes,no,cellular,6,aug,411,2,-1,0,unknown,no
30,management,single,tertiary,no,697,no,no,cellular,29,oct,215,3,80,5,success,yes
35,management,single,tertiary,no,992,no,yes,cellular,1,sep,238,1,-1,0,unknown,yes
26,admin.,single,secondary,no,-326,yes,no,unknown,19,may,128,3,-1,0,unknown,no
30,student,single,unknown,no,809,no,no,cellular,20,nov,26,5,171,2,failure,no
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
27,services,single,secondary,no,54,yes,no,unknown,28,may,543,2,-1,0,unknown,yes
37,technician,single,secondary,no,18,no,no,unknown,12,jun,361,2,-1,0,unknown,no
36,admin.,single,secondary,no,686,yes,no,cellular,29,jul,114,2,-1,0,unknown,no
24,admin.,single,secondary,no,-507,yes,no,unknown,27,may,446,1,-1,0,unknown,no
30,admin.,single,secondary,no,312,no,no,cellular,8,jul,188,1,-1,0,unknown,no
26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
30,admin.,single,secondary,no,105,yes,no,cellular,21,nov,75,1,-1,0,unknown,no
45,blue-collar,single,primary,no,308,yes,no,cellular,23,jul,191,2,-1,0,unknown,no
31,blue-collar,single,primary,no,485,no,yes,cellular,8,jul,447,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,yes
39,admin.,single,secondary,no,223,no,no,cellular,4,feb,277,1,-1,0,unknown,no
30,admin.,single,secondary,no,1027,yes,no,cellular,27,may,136,2,114,1,success,no
26,management,single,tertiary,no,3944,yes,no,cellular,14,may,974,2,-1,0,unknown,yes
48,entrepreneur,single,secondary,no,0,yes,no,cellular,6,may,236,1,-1,0,unknown,no
22,student,single,secondary,no,148,no,no,cellular,2,feb,928,1,-1,0,unknown,no
30,management,single,tertiary,no,171,no,no,cellular,25,aug,301,4,-1,0,unknown,no
56,technician,single,tertiary,no,-528,no,no,cellular,28,jan,290,2,184,2,failure,no
26,student,single,tertiary,no,1804,no,no,cellular,6,apr,156,2,-1,0,unknown,no
27,management,single,tertiary,no,831,yes,no,cellular,21,jul,369,1,-1,0,unknown,no
32,management,single,tertiary,no,3237,yes,no,unknown,2,jun,447,2,-1,0,unknown,no
36,admin.,single,tertiary,no,635,no,no,cellular,13,feb,56,1,-1,0,unknown,no
32,self-employed,single,secondary,no,356,yes,no,cellular,27,aug,511,6,-1,0,unknown,no
39,management,single,tertiary,no,3202,yes,no,cellular,14,may,14,8,-1,0,unknown,no
33,services,single,secondary,no,489,yes,no,cellular,4,may,297,4,334,1,other,yes
25,services,single,secondary,no,895,yes,no,unknown,3,jun,167,1,-1,0,unknown,no
24,management,single,tertiary,no,393,no,no,cellular,27,sep,1298,1,-1,0,unknown,yes
43,entrepreneur,single,tertiary,no,744,no,yes,cellular,29,jul,619,4,-1,0,unknown,no
40,admin.,single,unknown,no,419,yes,no,unknown,6,may,112,3,-1,0,unknown,no
38,blue-collar,single,primary,no,116,no,yes,unknown,30,jun,203,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown,yes
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
30,technician,single,tertiary,no,2530,yes,no,unknown,9,may,70,1,-1,0,unknown,no
31,management,single,secondary,no,301,yes,no,unknown,6,may,82,1,-1,0,unknown,no
32,management,single,tertiary,no,499,yes,no,cellular,14,may,182,1,339,2,failure,no
55,management,single,tertiary,no,0,no,no,cellular,30,apr,156,3,-1,0,unknown,no
35,management,single,tertiary,no,107,yes,no,cellular,6,may,142,3,-1,0,unknown,no
36,technician,single,secondary,no,310,no,no,cellular,21,aug,115,2,-1,0,unknown,no
32,admin.,single,secondary,no,294,yes,no,unknown,28,may,97,2,-1,0,unknown,no
27,technician,single,secondary,no,-69,no,no,unknown,26,jul,4,1,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,unknown,yes
41,admin.,single,secondary,no,748,no,no,telephone,21,nov,94,7,130,3,other,no
36,technician,single,secondary,no,210,no,no,cellular,2,feb,65,1,-1,0,unknown,no
30,management,single,tertiary,no,254,no,no,cellular,21,aug,202,1,-1,0,unknown,no
36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success,yes
32,management,single,secondary,no,-119,yes,no,cellular,13,may,231,1,370,1,other,no
36,technician,single,secondary,no,5436,yes,no,unknown,20,may,443,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,535,no,no,cellular,16,nov,183,1,94,1,success,yes
39,management,single,tertiary,no,168,no,no,cellular,28,jul,56,9,-1,0,unknown,no
29,management,single,tertiary,no,1673,no,no,cellular,16,aug,200,2,159,3,other,no
54,unemployed,single,secondary,no,3611,yes,no,cellular,5,feb,81,1,-1,0,unknown,no
35,technician,single,tertiary,no,272,no,no,cellular,11,aug,86,2,-1,0,unknown,no
29,student,single,secondary,no,314,no,no,cellular,7,dec,415,2,116,4,failure,yes
34,management,single,tertiary,no,5284,yes,no,cellular,29,jul,198,5,-1,0,unknown,no
41,management,single,tertiary,no,3371,yes,yes,cellular,13,may,204,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,350,yes,no,cellular,5,may,383,5,-1,0,unknown,no
41,technician,single,secondary,no,134,no,yes,cellular,11,aug,153,4,-1,0,unknown,no
43,admin.,single,unknown,no,87,yes,no,unknown,7,may,328,2,-1,0,unknown,no
29,management,single,tertiary,no,559,no,no,telephone,27,may,86,4,-1,0,unknown,no
38,services,single,secondary,no,4317,yes,no,cellular,2,feb,216,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,322,no,no,telephone,11,sep,240,2,95,3,other,yes
29,unemployed,single,primary,no,115,no,no,cellular,29,jan,61,2,-1,0,unknown,no
31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
25,services,single,secondary,no,281,no,yes,cellular,9,jul,173,1,-1,0,unknown,no
46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,unknown,no
37,management,single,tertiary,no,4543,yes,no,cellular,8,may,137,1,340,5,failure,no
31,management,single,tertiary,no,623,no,no,cellular,4,jun,117,1,-1,0,unknown,no
57,technician,single,secondary,no,806,yes,no,unknown,29,may,77,1,-1,0,unknown,no
31,admin.,single,tertiary,no,52,yes,no,cellular,14,oct,71,1,-1,0,unknown,no
26,unknown,single,secondary,no,3247,no,no,telephone,6,feb,341,3,-1,0,unknown,no
28,management,single,tertiary,no,2253,yes,no,unknown,18,jun,906,2,-1,0,unknown,no
37,admin.,single,tertiary,no,2317,yes,no,cellular,20,apr,114,1,152,2,failure,no
30,management,single,tertiary,no,3849,no,no,telephone,29,aug,115,2,-1,0,unknown,no
26,services,single,secondary,no,531,yes,yes,cellular,6,feb,184,1,-1,0,unknown,no
27,admin.,single,secondary,yes,1110,yes,yes,cellular,31,jul,25,36,-1,0,unknown,no
27,services,single,secondary,no,1347,no,no,telephone,28,dec,824,1,193,11,success,yes
36,admin.,single,secondary,no,449,yes,no,unknown,20,jun,136,3,-1,0,unknown,no
37,technician,single,tertiary,no,6101,no,no,cellular,6,feb,141,1,-1,0,unknown,yes
41,management,single,tertiary,no,1278,yes,no,unknown,15,may,344,2,-1,0,unknown,no
29,blue-collar,single,tertiary,no,455,no,no,cellular,22,oct,542,4,148,3,success,yes
29,management,single,tertiary,no,572,no,no,cellular,4,jun,224,1,-1,0,unknown,yes
33,services,single,secondary,no,91,no,yes,unknown,28,may,376,3,-1,0,unknown,no
31,admin.,single,secondary,no,482,yes,no,cellular,18,nov,183,1,-1,0,unknown,no
30,admin.,single,secondary,no,523,no,yes,cellular,3,mar,83,1,-1,0,unknown,yes
30,technician,single,tertiary,no,-970,no,yes,cellular,21,aug,194,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,567,yes,no,cellular,28,jul,317,5,-1,0,unknown,no
26,admin.,single,secondary,no,1690,no,yes,cellular,28,jul,408,3,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,29,jan,624,2,-1,0,unknown,no
25,admin.,single,tertiary,no,1141,yes,no,cellular,5,may,718,1,347,1,failure,no
28,student,single,tertiary,no,5741,no,no,cellular,10,sep,1042,5,200,3,failure,yes
30,admin.,single,tertiary,no,41,yes,no,cellular,15,feb,68,4,186,2,success,no
30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
40,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,272,1,335,4,other,no
31,management,single,tertiary,no,9874,yes,no,unknown,23,may,1222,5,-1,0,unknown,no
31,management,single,tertiary,no,404,no,no,cellular,27,aug,125,7,-1,0,unknown,no
41,management,single,tertiary,no,120,no,yes,cellular,24,mar,81,1,49,3,other,no
25,management,single,tertiary,no,1098,yes,yes,cellular,8,jul,425,1,-1,0,unknown,no
34,self-employed,single,unknown,no,687,yes,no,cellular,14,may,99,2,-1,0,unknown,no
36,admin.,single,tertiary,no,649,no,no,cellular,19,nov,224,1,111,1,other,no
27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,-1,0,unknown,yes
